,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,engine_capacity(cc),Power_bhp,Seats,Price,Brand_name,Model_name
1493,Pune,2015,90000,Diesel,Manual,Second,21.03,1461,65.0,5.0,3.1,Mahindra,Verito
1494,Coimbatore,2016,38730,Diesel,Automatic,First,14.21,2143,203.0,5.0,29.98,Mercedes-Benz,E-Class
1495,Kochi,2016,57390,Diesel,Manual,First,19.01,1461,108.45,5.0,6.73,Renault,Duster
1496,Kolkata,2016,100000,Diesel,Manual,First,23.4,1248,74.0,5.0,3.5,Maruti,Swift
1497,Kolkata,2011,50000,Petrol,Manual,First,16.47,1198,73.9,5.0,2.35,Volkswagen,Polo
1498,Coimbatore,2017,64961,Diesel,Manual,First,16.0,2179,140.0,7.0,16.13,Mahindra,XUV500
1499,Coimbatore,2014,72465,Petrol,Manual,First,16.47,1198,74.0,5.0,5.9,Volkswagen,Polo
1500,Hyderabad,2012,68776,Petrol,Manual,First,21.1,1197,85.8,5.0,3.9,Maruti,Ritz
1501,Delhi,2012,68000,Diesel,Manual,First,12.8,2494,102.0,7.0,6.95,Toyota,Innova
1502,Delhi,2015,33000,Diesel,Manual,First,26.0,1498,98.6,5.0,7.0,Honda,City
1503,Coimbatore,2017,22389,Petrol,Manual,First,17.0,1198,73.75,5.0,7.23,Volkswagen,Ameo
1504,Mumbai,2012,90000,Diesel,Manual,First,21.5,1248,88.8,5.0,3.81,Maruti,SX4
1505,Chennai,2012,42000,Petrol,Manual,Third,18.6,1197,85.8,5.0,4.5,Maruti,Swift
1506,Pune,2017,38767,Diesel,Manual,First,19.67,1582,126.2,5.0,12.6,Hyundai,Creta
1507,Bangalore,2015,21000,Diesel,Automatic,First,12.07,2967,241.4,7.0,48.0,Audi,Q7
1508,Coimbatore,2010,59136,Petrol,Manual,First,19.7,796,46.3,5.0,2.96,Maruti,Alto
1509,Kolkata,2014,36000,Diesel,Manual,First,25.8,1498,98.6,5.0,3.25,Honda,Amaze
1510,Chennai,2011,95000,Diesel,Automatic,Second,18.33,1968,167.7,5.0,8.5,Volkswagen,Passat
1511,Mumbai,2013,51000,Diesel,Automatic,First,19.5,1582,126.24,5.0,8.75,Hyundai,Elantra
1512,Kochi,2011,36411,Petrol,Manual,First,18.9,998,67.1,5.0,3.08,Maruti,Wagon
1513,Mumbai,2017,40000,Diesel,Automatic,First,12.81,1999,148.31,7.0,41.5,Land,Rover
1514,Pune,2016,27300,Petrol,Manual,First,17.8,1497,117.3,5.0,7.0,Honda,City
1515,Kochi,2011,29813,Petrol,Automatic,Second,14.74,1991,181.03,5.0,11.5,Mercedes-Benz,New
1516,Pune,2011,71000,Petrol,Manual,First,20.51,998,67.04,5.0,2.6,Maruti,Wagon
1517,Kolkata,2014,32000,Diesel,Manual,First,22.32,1582,126.3,5.0,4.3,Hyundai,Verna
1518,Mumbai,2017,19234,CNG,Manual,First,23.625,1373,80.46,7.0,8.35,Maruti,Ertiga
1519,Jaipur,2017,50510,Diesel,Automatic,First,17.06,1968,141.0,5.0,24.9,Volkswagen,Tiguan
1520,Pune,2011,102000,Diesel,Automatic,First,15.06,1995,177.0,5.0,13.75,BMW,X1
1521,Kolkata,2014,42277,Diesel,Manual,First,24.0,1186,73.97,5.0,3.85,Hyundai,Grand
1522,Mumbai,2014,46000,Diesel,Automatic,First,13.0,2143,201.1,5.0,23.25,Mercedes-Benz,E-Class
1523,Bangalore,2015,50000,Petrol,Manual,First,18.9,1197,82.0,5.0,5.75,Hyundai,Grand
1524,Mumbai,2008,62000,Petrol,Manual,Second,20.36,1197,78.9,5.0,1.65,Hyundai,i10
1525,Mumbai,2012,78000,Diesel,Manual,First,19.33,1968,138.1,5.0,6.5,Volkswagen,Jetta
1526,Chennai,2011,79000,Diesel,Manual,First,17.67,1968,138.08,5.0,7.5,Skoda,Yeti
1527,Kochi,2019,6773,Diesel,Automatic,First,14.75,2967,245.0,7.0,72.94,Audi,Q7
1528,Chennai,2010,135000,Diesel,Manual,Second,11.5,2982,171.0,7.0,11.0,Toyota,Fortuner
1529,Kochi,2013,36716,Petrol,Manual,First,18.9,1061,67.0,5.0,3.02,Maruti,Wagon
1530,Coimbatore,2013,65060,Petrol,Manual,First,21.1,814,55.2,5.0,3.32,Hyundai,EON
1531,Delhi,2013,33000,Petrol,Manual,First,19.4,1198,86.8,5.0,3.24,Honda,Brio
1532,Kolkata,2015,11110,Petrol,Manual,First,22.74,796,47.3,5.0,2.35,Maruti,Alto
1533,Jaipur,2013,63000,Diesel,Manual,First,15.96,2523,62.1,7.0,5.5,Mahindra,Bolero
1534,Mumbai,2015,27030,Petrol,Manual,First,17.8,1497,117.3,5.0,6.75,Honda,City
1535,Mumbai,2015,19600,Petrol,Manual,First,15.0,1598,103.52,5.0,6.15,Skoda,Rapid
1536,Pune,2016,27755,Petrol,Manual,First,22.0,1197,81.8,5.0,5.45,Maruti,Swift
1537,Hyderabad,2013,20000,Petrol,Manual,Second,21.1,814,55.2,5.0,2.3,Hyundai,EON
1538,Kochi,2015,24782,Petrol,Manual,First,20.85,1197,83.14,5.0,6.21,Maruti,Swift
1539,Coimbatore,2014,47303,Petrol,Automatic,First,19.34,1198,76.0,5.0,5.21,Nissan,Micra
1540,Delhi,2008,71000,Petrol,Automatic,First,8.3,4134,250.0,7.0,11.99,Audi,Q7
1541,Pune,2010,135000,Diesel,Manual,First,17.8,1248,75.0,5.0,3.1,Maruti,Swift
1542,Jaipur,2017,1000,Diesel,Manual,First,13.49,2179,138.03,5.0,7.5,Tata,Xenon
1543,Kolkata,2016,29000,Diesel,Manual,First,20.14,1498,88.8,5.0,4.0,Volkswagen,Polo
1544,Kochi,2016,36367,Petrol,Manual,First,17.8,1497,117.3,5.0,7.73,Honda,City
1545,Bangalore,2015,38000,Petrol,Manual,First,17.4,1497,117.3,5.0,7.8,Honda,City
1546,Hyderabad,2011,83969,Petrol,Manual,First,16.1,796,37.0,4.0,1.3,Maruti,800
1547,Jaipur,2014,82621,Diesel,Manual,First,20.14,1498,88.8,5.0,4.42,Volkswagen,Polo
1548,Pune,2009,89000,Diesel,Automatic,First,12.5,1991,147.9,7.0,4.0,Chevrolet,Captiva
1549,Kolkata,2016,54000,Diesel,Manual,First,16.0,2179,140.0,7.0,13.0,Mahindra,XUV500
1550,Kochi,2015,61691,Diesel,Manual,First,25.8,1498,98.6,5.0,5.38,Honda,Amaze
1551,Chennai,2011,32200,Petrol,Manual,Second,17.0,1197,80.0,5.0,3.25,Hyundai,i20
1552,Jaipur,2016,68630,Petrol,Automatic,First,20.51,998,67.0,5.0,3.87,Maruti,Wagon
1553,Mumbai,2014,61000,Diesel,Automatic,Second,16.96,1968,138.03,5.0,8.25,Volkswagen,Jetta
1554,Mumbai,2018,32644,Petrol,Manual,First,20.73,1373,91.1,5.0,9.28,Maruti,Ciaz
1555,Delhi,2012,85000,Diesel,Automatic,First,11.79,2179,120.0,7.0,6.25,Mahindra,Scorpio
1556,Mumbai,2008,75000,Petrol,Manual,Second,15.26,1150,74.9,5.0,1.15,Chevrolet,Aveo
1557,Kochi,2016,40347,Petrol,Manual,First,20.73,1373,91.2,5.0,7.8,Maruti,Ciaz
1558,Hyderabad,2012,60788,Diesel,Manual,First,23.0,1396,90.0,5.0,4.5,Hyundai,i20
1559,Kochi,2018,18664,Petrol,Manual,First,18.7,1199,88.7,5.0,7.56,Honda,Jazz
1560,Coimbatore,2017,57847,Diesel,Manual,First,16.0,2179,140.0,7.0,16.08,Mahindra,XUV500
1561,Bangalore,2012,52237,Petrol,Manual,First,17.0,1197,80.0,5.0,4.5,Hyundai,i20
1562,Chennai,2012,128000,Diesel,Manual,First,22.32,1582,126.32,5.0,5.0,Hyundai,Verna
1563,Delhi,2011,54000,Petrol,Manual,First,19.81,1086,68.05,5.0,2.2,Hyundai,i10
1564,Bangalore,2014,49800,Petrol,Automatic,First,23.1,998,67.04,5.0,4.0,Maruti,Celerio
1565,Kolkata,2012,98000,Diesel,Manual,First,20.86,1199,73.9,5.0,2.51,Skoda,Fabia
1566,Delhi,2015,60095,Diesel,Manual,First,25.2,1248,74.0,5.0,4.75,Maruti,Swift
1567,Pune,2008,68000,Petrol,Manual,Second,16.0,1086,66.7,5.0,2.0,Hyundai,i10
1568,Jaipur,2010,81402,Petrol,Manual,Second,20.36,1197,78.9,5.0,2.1,Hyundai,i10
1569,Mumbai,2013,38000,Petrol,Automatic,First,16.5,1499,110.0,5.0,6.25,Ford,Ecosport
1570,Kochi,2011,92239,Diesel,Automatic,Second,11.5,2987,210.0,5.0,10.6,Mercedes-Benz,E-Class
1571,Ahmedabad,2017,49224,Diesel,Manual,First,25.2,1248,74.0,5.0,6.0,Maruti,Swift
1572,Jaipur,2004,12000,Petrol,Manual,Second,16.1,796,37.0,4.0,0.45,Maruti,800
1573,Pune,2010,54898,Petrol,Manual,Third,16.1,1298,88.2,5.0,2.5,Maruti,Swift
1574,Mumbai,2018,2500,Petrol,Manual,First,15.29,1591,121.3,5.0,12.75,Hyundai,Creta
1575,Kochi,2017,32838,Diesel,Automatic,First,17.05,1995,190.0,5.0,30.29,BMW,X1
1576,Hyderabad,2006,27076,Petrol,Manual,First,13.8,1299,70.0,5.0,1.6,Ford,Ikon
1577,Kochi,2017,75445,Diesel,Manual,First,22.7,1498,89.84,5.0,7.54,Ford,Ecosport
1578,Kochi,2015,46601,Petrol,Manual,First,20.73,1373,91.1,5.0,6.84,Maruti,Ciaz
1579,Kolkata,2012,72000,Diesel,Automatic,First,18.33,1968,167.7,5.0,6.0,Volkswagen,Passat
1580,Pune,2017,27000,Diesel,Manual,First,27.3,1498,98.6,5.0,8.0,Honda,Jazz
1581,Coimbatore,2016,68193,Diesel,Automatic,First,17.11,1968,174.33,5.0,24.74,Audi,A4
1582,Kochi,2017,34429,Diesel,Manual,First,24.0,1120,70.0,5.0,5.5,Hyundai,Grand
1583,Delhi,2013,46000,Diesel,Automatic,First,12.0,2987,224.0,7.0,36.0,Mercedes-Benz,GL-Class
1584,Coimbatore,2013,80544,Diesel,Manual,First,12.99,2494,100.6,7.0,11.79,Toyota,Innova
1585,Jaipur,2011,42000,Petrol,Manual,Second,16.95,1498,97.7,5.0,3.0,Nissan,Sunny
1586,Bangalore,2011,94821,Diesel,Automatic,Second,20.0,1968,138.1,5.0,6.75,Skoda,Laura
1587,Jaipur,2006,100000,Petrol,Manual,First,14.49,1399,92.7,5.0,1.4,Chevrolet,Aveo
1588,Mumbai,2014,57000,Diesel,Manual,First,24.2,1498,98.6,7.0,5.75,Honda,Mobilio
1589,Hyderabad,2010,79894,Diesel,Manual,First,21.1,1248,73.9,5.0,3.4,Maruti,Ritz
1590,Coimbatore,2011,44748,Petrol,Manual,Second,16.47,1198,73.9,5.0,4.89,Volkswagen,Polo
1591,Mumbai,2013,31000,Petrol,Manual,First,13.24,1598,102.5,5.0,4.95,Nissan,Terrano
1592,Coimbatore,2013,60587,Petrol,Automatic,Second,16.98,998,66.1,5.0,3.49,Maruti,A-Star
1593,Pune,2014,43772,Petrol,Manual,First,17.0,1497,118.0,5.0,6.35,Honda,City
1594,Coimbatore,2017,23576,Petrol,Automatic,First,18.9,1197,82.0,5.0,7.08,Hyundai,Grand
1595,Hyderabad,2017,4000,Diesel,Automatic,First,13.6,1999,177.0,5.0,38.0,Jaguar,XE
1596,Kolkata,2012,62000,Diesel,Manual,First,12.05,2179,120.0,8.0,6.25,Mahindra,Scorpio
1597,Mumbai,2011,36000,Petrol,Automatic,First,11.74,1796,186.0,5.0,10.15,Mercedes-Benz,New
1598,Delhi,2014,80000,Petrol,Automatic,First,13.7,1798,157.75,5.0,10.75,Skoda,Superb
1599,Pune,2012,137008,Diesel,Automatic,First,18.1,1991,147.9,4.0,4.65,Chevrolet,Cruze
1600,Delhi,2010,61001,Diesel,Manual,First,12.05,2179,120.0,8.0,4.75,Mahindra,Scorpio
1601,Coimbatore,2015,52191,Petrol,Manual,First,17.1,1591,121.3,5.0,7.78,Hyundai,Verna
1602,Hyderabad,2016,77076,Diesel,Manual,First,23.0,1396,90.0,5.0,6.75,Hyundai,i20
1603,Hyderabad,2008,56000,Petrol,Automatic,First,16.4,1497,78.0,5.0,2.99,Honda,City
1604,Kolkata,2013,21000,Petrol,Manual,First,20.36,1197,78.9,5.0,2.35,Hyundai,i10
1605,Delhi,2013,89429,Diesel,Manual,First,25.8,1498,98.6,5.0,3.65,Honda,Amaze
1606,Delhi,2012,45631,Petrol,Manual,Second,22.5,998,67.04,5.0,2.74,Maruti,Wagon
1607,Jaipur,2013,53959,Petrol,Manual,First,19.4,1198,86.8,5.0,3.5,Honda,Brio
1608,Kochi,2014,55804,Petrol,Manual,First,17.0,1197,80.0,5.0,4.76,Hyundai,i20
1609,Kochi,2016,25899,Petrol,Manual,First,15.04,1598,103.2,5.0,6.2,Volkswagen,Vento
1610,Pune,2008,82000,Diesel,Manual,Second,18.7,1896,66.0,5.0,2.35,Skoda,Octavia
1611,Mumbai,2014,52000,Diesel,Automatic,First,13.0,2143,204.0,5.0,24.5,Mercedes-Benz,E-Class
1612,Pune,2013,20000,Petrol,Manual,First,13.24,1598,102.57,5.0,6.0,Renault,Duster
1613,Hyderabad,2017,31829,Petrol,Manual,First,21.1,814,55.2,5.0,3.65,Hyundai,EON
1614,Coimbatore,2016,18094,Petrol,Manual,Second,18.6,1197,85.8,5.0,6.26,Maruti,Swift
1615,Mumbai,2015,11964,Diesel,Automatic,First,13.22,2967,241.4,5.0,32.95,Audi,Q5
1616,Coimbatore,2018,22684,Petrol,Manual,First,18.6,1197,81.83,5.0,7.8,Hyundai,i20
1617,Bangalore,2014,43521,Petrol,Manual,First,19.4,1198,86.8,5.0,4.25,Honda,Brio
1618,Kochi,2014,49386,Petrol,Manual,First,17.5,1298,85.8,5.0,4.86,Maruti,Swift
1619,Delhi,2017,12248,Petrol,Manual,First,18.9,1197,81.86,5.0,4.9,Hyundai,Grand
1620,Coimbatore,2014,67771,Diesel,Manual,First,11.68,2498,112.0,8.0,7.06,Mahindra,Xylo
1621,Delhi,2015,60007,Petrol,Automatic,First,17.21,1798,189.0,4.0,4.5,Volkswagen,Polo
1622,Coimbatore,2011,48624,Petrol,Manual,First,24.07,998,67.1,5.0,3.22,Maruti,Alto
1623,Kolkata,2014,30000,Diesel,Manual,First,22.07,1199,73.9,5.0,3.25,Volkswagen,Polo
1624,Delhi,2016,81605,Petrol,Manual,First,18.9,1197,82.0,5.0,4.53,Hyundai,Grand
1625,Coimbatore,2017,32642,Diesel,Automatic,First,14.84,2143,170.0,5.0,34.78,Mercedes-Benz,New
1626,Pune,2014,34200,Petrol,Automatic,First,15.74,1591,121.3,5.0,6.5,Hyundai,Verna
1627,Chennai,2010,72204,Petrol,Manual,First,15.7,1172,67.0,5.0,2.25,Fiat,Punto
1628,Pune,2011,156347,Diesel,Manual,Second,12.99,2494,100.0,8.0,8.0,Toyota,Innova
1629,Kochi,2017,47357,Diesel,Automatic,First,18.49,1493,100.0,7.0,8.37,Mahindra,TUV
1630,Coimbatore,2015,61738,Diesel,Manual,First,20.14,1498,88.8,5.0,5.39,Volkswagen,Polo
1631,Kochi,2018,32586,Diesel,Automatic,First,22.48,1995,190.0,5.0,37.3,BMW,5
1632,Coimbatore,2018,40129,Diesel,Automatic,First,11.57,2987,254.79,5.0,70.8,Mercedes-Benz,GLE
1633,Mumbai,2012,51000,Diesel,Automatic,First,11.74,2987,254.8,5.0,22.25,Mercedes-Benz,M-Class
1634,Kochi,2018,10393,Petrol,Manual,First,18.9,1197,81.86,5.0,6.03,Hyundai,Grand
1635,Mumbai,2011,46000,Petrol,Automatic,First,13.7,1798,157.75,5.0,4.9,Skoda,Superb
1636,Chennai,2013,21000,Petrol,Automatic,First,16.95,1197,78.9,5.0,3.96,Hyundai,i10
1637,Hyderabad,2011,113562,Diesel,Manual,First,23.0,1396,90.0,5.0,4.6,Hyundai,i20
1638,Mumbai,2011,100010,Diesel,Manual,Second,12.05,2179,120.0,8.0,5.5,Mahindra,Scorpio
1639,Mumbai,2013,63107,Petrol,Manual,First,19.4,1198,86.8,5.0,3.25,Honda,Brio
1640,Jaipur,2017,58500,Petrol,Manual,First,18.6,1197,81.83,5.0,6.25,Hyundai,i20
1641,Pune,2007,90000,Diesel,Manual,Fourth & Above,10.9,2499,143.0,7.0,3.0,Ford,Endeavour
1642,Chennai,2011,108242,Diesel,Manual,First,16.8,1493,110.0,5.0,4.25,Hyundai,Verna
1643,Pune,2011,146300,Diesel,Manual,First,11.5,2982,171.0,7.0,12.25,Toyota,Fortuner
1644,Pune,2011,62943,Diesel,Automatic,Second,17.05,1995,184.0,5.0,10.95,BMW,X1
1645,Delhi,2013,65000,Diesel,Automatic,First,12.55,2982,168.5,7.0,16.5,Toyota,Fortuner
1646,Pune,2018,1700,Petrol,Automatic,First,19.0,1199,88.76,5.0,7.8,Honda,Amaze
1647,Kochi,2013,34697,Petrol,Manual,First,19.81,1086,68.05,5.0,3.7,Hyundai,i10
1648,Hyderabad,2012,58000,Petrol,Manual,First,17.0,1197,80.0,5.0,4.0,Hyundai,i20
1649,Mumbai,2015,32500,Diesel,Automatic,First,19.59,1995,187.74,5.0,26.75,BMW,3
1650,Coimbatore,2016,58661,Diesel,Automatic,First,15.17,1968,181.0,5.0,28.03,Audi,Q3
1651,Kochi,2017,37124,Petrol,Manual,First,20.4,1197,81.8,5.0,5.44,Maruti,Swift
1652,Delhi,2017,44000,Petrol,Automatic,First,21.4,1197,83.1,5.0,6.2,Maruti,Baleno
1653,Kolkata,2005,45200,Petrol,Manual,First,13.2,1495,94.0,5.0,0.9,Hyundai,Accent
1654,Mumbai,2016,11000,Petrol,Manual,First,18.5,1197,85.8,5.0,3.95,Maruti,Ritz
1655,Pune,2011,65000,Petrol,Manual,Second,26.0,624,35.0,4.0,0.44,Tata,Nano
1656,Ahmedabad,2012,55005,Diesel,Manual,First,20.0,1399,68.0,5.0,2.75,Ford,Figo
1657,Hyderabad,2011,81650,Diesel,Automatic,First,18.33,1968,167.7,5.0,7.5,Volkswagen,Passat
1658,Chennai,2010,160000,Diesel,Manual,Second,19.0,1248,93.0,5.0,2.5,Fiat,Linea
1659,Hyderabad,2015,169000,Diesel,Manual,First,14.95,2489,93.7,7.0,5.0,Mahindra,Xylo
1660,Hyderabad,2013,67263,Petrol,Manual,First,18.9,998,67.1,5.0,3.6,Maruti,Wagon
1661,Kochi,2012,44223,Petrol,Manual,First,17.6,1496,88.7,5.0,3.99,Toyota,Etios
1662,Coimbatore,2015,36840,Petrol,Manual,First,18.9,1197,82.0,5.0,5.64,Hyundai,Grand
1663,Pune,2014,160000,Diesel,Manual,First,12.99,2494,100.0,8.0,12.0,Toyota,Innova
1664,Kolkata,2008,133000,Diesel,Manual,First,16.8,1405,62.0,5.0,0.7,Tata,Indica
1665,Mumbai,2015,69123,Diesel,Automatic,First,18.88,1995,184.0,5.0,19.0,BMW,3
1666,Delhi,2017,38000,Diesel,Automatic,First,10.91,3198,197.0,7.0,30.48,Ford,Endeavour
1667,Mumbai,2017,5500,Petrol,Manual,First,21.56,1462,103.25,5.0,8.2,Maruti,Ciaz
1668,Kolkata,2015,1001,Diesel,Manual,First,25.83,1498,99.0,5.0,7.55,Ford,Figo
1669,Pune,2007,59000,Petrol,Manual,Third,15.26,1150,74.9,5.0,0.99,Chevrolet,Aveo
1670,Delhi,2011,78256,Petrol,Automatic,First,16.8,1497,118.0,5.0,4.15,Honda,City
1671,Chennai,2016,90000,Petrol,Manual,First,16.95,1498,97.6,5.0,6.2,Nissan,Sunny
1672,Kolkata,2016,18000,Petrol,Manual,First,19.1,1197,85.8,5.0,4.4,Maruti,Swift
1673,Kolkata,2012,60000,Diesel,Manual,First,20.0,1399,68.0,5.0,2.1,Ford,Figo
1674,Jaipur,2011,130000,Diesel,Manual,First,20.3,1248,75.0,5.0,2.2,Fiat,Grande
1675,Coimbatore,2018,32851,Petrol,Manual,First,18.6,1197,81.86,5.0,8.34,Hyundai,Elite
1676,Kolkata,2014,32000,Diesel,Manual,First,23.4,1248,74.0,5.0,4.35,Maruti,Swift
1677,Hyderabad,2014,62700,Diesel,Manual,First,22.7,1498,89.84,5.0,6.8,Ford,Ecosport
1678,Jaipur,2010,71000,Diesel,Manual,First,19.3,1248,73.9,5.0,3.3,Maruti,Swift
1679,Kochi,2016,19947,Petrol,Manual,First,18.9,1197,82.0,5.0,5.04,Hyundai,Grand
1680,Hyderabad,2012,91000,Diesel,Automatic,First,11.4,2953,153.86,7.0,9.2,Ford,Endeavour
1681,Hyderabad,2014,74000,Diesel,Manual,First,22.07,1199,73.9,5.0,5.7,Volkswagen,Polo
1682,Kochi,2018,55594,Diesel,Manual,First,18.49,1493,100.0,7.0,8.48,Mahindra,TUV
1683,Hyderabad,2013,58000,Diesel,Automatic,First,11.2,2993,306.0,4.0,48.0,BMW,X6
1684,Hyderabad,2012,110224,Diesel,Manual,First,19.01,1461,108.45,5.0,6.1,Renault,Duster
1685,Ahmedabad,2010,21002,Petrol,Manual,First,22.5,998,67.04,5.0,2.75,Maruti,Wagon
1686,Pune,2017,121000,Diesel,Manual,First,24.52,1248,88.5,7.0,8.0,Maruti,Ertiga
1687,Jaipur,2010,73513,Petrol,Manual,First,19.7,796,46.3,5.0,1.85,Maruti,Alto
1688,Jaipur,2015,34000,Petrol,Automatic,First,20.51,998,67.0,5.0,3.85,Maruti,Wagon
1689,Coimbatore,2017,28371,Petrol,Manual,First,15.1,1196,73.0,7.0,4.74,Maruti,Eeco
1690,Kochi,2013,74755,Diesel,Manual,First,19.6,1461,108.45,5.0,5.63,Renault,Duster
1691,Kochi,2011,25805,Petrol,Manual,First,18.2,1061,64.0,5.0,2.62,Maruti,Zen
1692,Kochi,2015,82603,Petrol,Manual,First,13.06,1598,102.53,5.0,4.9,Renault,Duster
1693,Chennai,2006,110000,Petrol,Manual,First,13.5,1799,130.0,5.0,2.65,Honda,Civic
1694,Delhi,2012,88000,Diesel,Manual,First,16.0,2179,140.0,7.0,5.99,Mahindra,XUV500
1695,Chennai,2011,110000,Diesel,Manual,Second,21.0,1461,64.1,5.0,2.4,Mahindra,Verito
1696,Delhi,2017,15000,Petrol,Manual,First,21.7,999,67.0,5.0,4.25,Renault,KWID
1697,Mumbai,2013,70000,Diesel,Automatic,First,15.15,2967,240.0,5.0,40.0,Porsche,Cayenne
1698,Pune,2008,150000,Diesel,Manual,Second,28.4,1248,74.0,5.0,2.7,Maruti,Swift
1699,Hyderabad,2016,19000,Petrol,Manual,First,20.63,1198,67.0,5.0,2.99,Datsun,GO
1700,Chennai,2011,37442,Petrol,Manual,First,18.5,1197,80.0,5.0,3.4,Hyundai,i20
1701,Coimbatore,2016,63111,Diesel,Automatic,Second,18.12,1995,190.0,5.0,30.8,BMW,5
1702,Mumbai,2012,88000,Diesel,Manual,First,20.77,1248,88.8,7.0,5.85,Maruti,Ertiga
1703,Jaipur,2014,42355,Petrol,Manual,First,18.9,1197,82.0,5.0,4.0,Hyundai,Grand
1704,Coimbatore,2011,75871,Petrol,Automatic,First,9.43,2996,254.0,5.0,14.12,BMW,3
1705,Mumbai,2011,65000,Diesel,Manual,First,17.9,1998,163.7,5.0,4.55,Chevrolet,Cruze
1706,Jaipur,2011,79232,Diesel,Manual,First,21.1,1248,73.9,5.0,2.9,Maruti,Ritz
1707,Pune,2007,220000,Petrol,Automatic,Second,11.74,1796,186.0,5.0,6.0,Mercedes-Benz,New
1708,Kochi,2016,28470,Petrol,Manual,First,18.6,1197,81.83,5.0,6.95,Hyundai,i20
1709,Kolkata,2014,9759,Petrol,Manual,First,20.3,998,68.05,5.0,2.75,Hyundai,EON
1710,Pune,2014,75216,Diesel,Manual,First,22.9,1248,74.0,5.0,5.1,Maruti,Swift
1711,Chennai,2017,8000,Petrol,Manual,First,18.6,1197,81.83,5.0,6.75,Hyundai,i20
1712,Mumbai,2014,59451,Petrol,Manual,First,18.5,1197,85.8,5.0,3.69,Maruti,Ritz
1713,Hyderabad,2013,53996,Diesel,Manual,First,22.9,1248,74.0,5.0,5.45,Maruti,Swift
1714,Kochi,2018,15135,Petrol,Manual,First,17.5,1199,88.7,5.0,9.29,Honda,WRV
1715,Chennai,2015,53000,Petrol,Automatic,Second,16.9,1197,81.86,5.0,4.0,Hyundai,Xcent
1716,Kolkata,2013,40000,Petrol,Manual,First,18.0,1198,86.7,5.0,2.9,Honda,Amaze
1717,Pune,2013,21107,Petrol,Manual,First,17.1,1591,121.3,5.0,5.25,Hyundai,Verna
1718,Mumbai,2014,56000,Petrol,Manual,First,16.8,1497,116.3,5.0,5.75,Honda,City
1719,Coimbatore,2017,19623,Petrol,Manual,First,15.29,1591,121.3,5.0,13.12,Hyundai,Creta
1720,Kochi,2014,70963,Diesel,Manual,First,15.1,2179,140.0,7.0,7.83,Mahindra,XUV500
1721,Mumbai,2013,25755,CNG,Manual,First,35.910000000000004,998,58.16,5.0,3.15,Maruti,Wagon
1722,Mumbai,2013,51450,Diesel,Manual,First,12.8,2494,102.0,7.0,10.4,Toyota,Innova
1723,Pune,2012,75000,Diesel,Manual,First,22.9,1248,74.0,5.0,4.35,Maruti,Swift
1724,Coimbatore,2017,37832,Petrol,Automatic,First,22.5,998,67.0,5.0,5.23,Maruti,Wagon
1725,Coimbatore,2016,43041,Petrol,Manual,First,18.9,1197,81.86,5.0,6.01,Hyundai,Grand
1726,Hyderabad,2014,97236,Diesel,Manual,First,25.8,1498,98.6,5.0,4.4,Honda,Amaze
1727,Chennai,2010,83000,Diesel,Automatic,First,16.07,1995,181.0,5.0,12.75,BMW,3
1728,Delhi,2011,65000,Petrol,Manual,First,15.6,1196,70.0,5.0,2.4,Ford,Figo
1729,Kochi,2018,46007,Petrol,Manual,First,17.0,1198,73.75,5.0,5.71,Volkswagen,Ameo
1730,Kochi,2015,65925,Diesel,Manual,Second,22.7,1498,89.84,5.0,5.49,Ford,Ecosport
1731,Pune,2004,73500,Petrol,Manual,Second,13.0,1343,90.0,5.0,1.3,Honda,City
1732,Kolkata,2014,55000,Diesel,Manual,First,16.0,2179,140.0,7.0,8.5,Mahindra,XUV500
1733,Delhi,2012,115000,Diesel,Manual,First,13.0,2982,168.5,7.0,12.99,Toyota,Fortuner
1734,Kolkata,2017,31184,Petrol,Manual,First,18.9,1197,81.86,5.0,5.0,Hyundai,Grand
1735,Pune,2017,41747,Diesel,Automatic,First,28.4,1248,73.75,5.0,9.0,Maruti,Dzire
1736,Kochi,2016,38143,Diesel,Manual,First,22.9,1248,74.0,5.0,5.22,Maruti,Swift
1737,Pune,2012,19030,Petrol,Manual,First,16.47,1198,73.9,5.0,3.8,Volkswagen,Polo
1738,Coimbatore,2019,20877,Petrol,Manual,First,18.16,1197,78.9,5.0,7.27,Toyota,Etios
1739,Mumbai,2016,23555,Petrol,Manual,First,22.0,1197,81.8,5.0,5.1,Maruti,Swift
1740,Bangalore,2013,29000,Diesel,Automatic,First,14.21,2143,203.0,5.0,29.0,Mercedes-Benz,E-Class
1741,Pune,2013,61000,Petrol,Manual,First,18.9,998,67.1,5.0,2.9,Maruti,Wagon
1742,Kochi,2012,4187,Petrol,Manual,First,26.0,624,35.0,4.0,1.38,Tata,Nano
1743,Bangalore,2011,46000,Petrol,Manual,First,13.4,1798,157.8,5.0,5.5,Skoda,Laura
1744,Mumbai,2016,28000,Petrol,Automatic,First,17.21,1197,103.5,5.0,7.25,Volkswagen,Polo
1745,Coimbatore,2014,83558,Diesel,Manual,First,22.32,1582,126.32,5.0,6.98,Hyundai,Verna
1746,Hyderabad,2017,40000,Diesel,Manual,First,22.95,1248,74.0,5.0,5.25,Tata,Bolt
